id,nome,nome.1,dia_nasc,mes_nasc,ano_nasc,dia_morte,mes_morte,ano_morte
13833,Carlos Coelho,não cadastrado,,,,,,
13851,Duilio Ferronato,masculino,,,,,,
13863,Paulo Beto,não cadastrado,,,,,,
13865,Emidio Luisi,masculino,11.0,1.0,1948.0,,,
13868,Wladimir Catanzaro,não cadastrado,,,,,,
13871,Julio Bandeira,masculino,,,,,,
13873,Linda Poll,feminino,,,,,,
13874,Charles Narloch,masculino,,,,,,
13910,Alexandre Pereira,não cadastrado,,,,,,
13913,Carlos Reichenbach,masculino,14.0,6.0,1945.0,14.0,6.0,2012.0
13924,Roberto Feith,não cadastrado,,,,,,
13926,Gilberto Santeiro,masculino,,,,,,
13935,Caetano Veloso,masculino,7.0,8.0,1942.0,,,
13947,Mestre Salustiano,masculino,12.0,11.0,1945.0,31.0,8.0,2008.0
13948,Marcelo Gomes,masculino,28.0,10.0,1963.0,,,
13954,Marco Antonio,não cadastrado,,,,,,
13956,Luiz Adelmo,não cadastrado,,,,,,
13985,Luiz Lopes,não cadastrado,,,,,,
13987,Tadeu Lobato,masculino,,,,,,
14014,Carlos Diegues,masculino,19.0,5.0,1940.0,,,
14017,Laís Bodanzky,feminino,23.0,9.0,1969.0,,,
14018,Danilo Dall´acqua,masculino,,,1960.0,,,
14028,Regina Costa,feminino,,,,,,
14029,Lucila Meirelles,feminino,,,1953.0,,,
14039,Linduarte Noronha,masculino,,,1930.0,30.0,1.0,2012.0
14046,Helena Solberg,feminino,,,1942.0,,,
14058,João Carlos Horta,não cadastrado,,,,,,
14062,Andrea Tonacci,masculino,1.0,9.0,1944.0,16.0,12.0,2016.0
14066,Baghavan David,não cadastrado,,,,,,
14076,Paulo Rufino,não cadastrado,,,,,,
14112,Vladimir Carvalho,não cadastrado,,,,,,
14115,Paulo Rafael,não cadastrado,,,,,,
14118,Marcelo Pinheiro,masculino,,,,,,
14123,Lírio Ferreira,masculino,,,1965.0,,,
14126,José Mannis,masculino,,,1958.0,,,
14143,Flailda Siqueira,feminino,,,1952.0,,,
14145,Marcelo Machado,masculino,,,,,,
14151,Leonardo Crescenti,masculino,15.0,7.0,1954.0,19.0,8.0,2018.0
14160,Sandra Werneck,feminino,5.0,5.0,1951.0,,,
14162,Philip Glass,masculino,31.0,1.0,1937.0,,,
14195,Landa Costa,não cadastrado,,,,,,
14198,Alexandra Lima,feminino,,,,,,
14205,Luiz Prado,não cadastrado,,,,,,
14222,José Morea,masculino,,,,,,
14246,Ronaldo Entler,masculino,19.0,1.0,1968.0,,,
14247,Caco de Souza,masculino,,,,,,
14248,Kiko Goifman,masculino,5.0,8.0,1968.0,,,
14253,O. Bezerra,masculino,,,,,,
14254,Glaucio Campelo,não cadastrado,,,,,,
14260,Suzana Valladares Fonseca,não cadastrado,,,,,,
14268,Alex Sernambi,não cadastrado,,,,,,
14276,Hilton Lacerda,masculino,,,,,,
14296,Rosi Campos,feminino,30.0,3.0,1954.0,,,
14307,Beto Brant,masculino,23.0,5.0,1964.0,,,
14329,Guilherme Giufrida,masculino,,,,,,
14337,Eustáquio Neves,masculino,10.0,2.0,1955.0,,,
14342,Sascha Pohflepp,masculino,,,1978.0,,,
14343,Paulo Souza,não cadastrado,,,,,,
14358,Rui Faquini,masculino,,,,,,
14363,Hajime Higaki,masculino,24.0,6.0,1908.0,2.0,8.0,1998.0
14370,Ricardo Trevisan,masculino,30.0,5.0,1959.0,,,
14371,Maria Izabel Branco Ribeiro,feminino,3.0,7.0,1956.0,,,
14375,Claudio Telles,não cadastrado,,,,,,
14401,Marcelo Tas,masculino,,,1959.0,,,
14413,Daniella Géo,feminino,,,,,,
14415,Carlos Nader,masculino,,,1964.0,,,
14439,Mayra Laudanna,feminino,25.0,1.0,1957.0,,,
14446,Cláudio de La Rocque Leal,masculino,,,,,,
14448,Marcos Hill,masculino,19.0,11.0,1956.0,,,
14452,Ramon Magela,não cadastrado,,,,,,
14454,Manuela Carneiro da Cunha,não cadastrado,,,,,,
14457,Gláucia Amaral,feminino,,,1937.0,,,
14464,Carla Camurati,feminino,14.0,10.0,1960.0,,,
14513,Andrea Velloso,não cadastrado,,,1966.0,,,
14515,Monica Vendramini,feminino,,,1965.0,,,
14517,José Medeiros,masculino,,,1921.0,,,1990.0
14523,Dora Wainer,feminino,,,,,,
14528,Carlos Henrique,masculino,,,,,,
14542,José Henrique Lorca,masculino,,,1955.0,,,
14552,Patrícia Monte-Mor,não cadastrado,,,,,,
14559,Lucio Costa,masculino,27.0,2.0,1902.0,13.0,6.0,1998.0
14577,Bartolomeu dos Santos,masculino,,,,,,
14590,Blanca Brites,feminino,,,1949.0,,,
14595,Francis Picabia,masculino,28.0,1.0,1879.0,30.0,11.0,1953.0
14596,Rene Clair,não cadastrado,,,,,,
14617,Paulo Pederneiras,masculino,21.0,7.0,1951.0,,,
14624,Eder Santos,masculino,23.0,9.0,1960.0,,,
14626,Luiz Brito,masculino,,,1942.0,,,
14670,Sergio Cardoso Beribe,masculino,14.0,3.0,1967.0,,,
14755,Regina Meyer,feminino,,,,,,
14783,Marco Antonio Ramos de Almeida,masculino,,,,,,
14795,Claudio Vinícius,não cadastrado,,,,,,
14798,Rodolfo Ancona Lopez,não cadastrado,,,,,,
14841,Golan Levin,masculino,,,1972.0,,,
14844,Rafael Balduci,masculino,,,,,,
14876,Claudius,masculino,2.0,12.0,1937.0,,,
14890,Beth Kok,feminino,,,1953.0,,,
14894,Marta Santos,feminino,,,,,,
14899,Bela Gold,feminino,,,1955.0,,,
14968,Ana Freitas,feminino,,,,,,
14985,David Neves,não cadastrado,,,,,,
14995,Jorge Fernando,masculino,29.0,3.0,1955.0,27.0,10.0,2019.0
15118,Ricardo Junqueira,masculino,21.0,5.0,1965.0,,,
15119,Adriano Guimarães,masculino,,,,,,
15142,Donato Ferrari,masculino,14.0,7.0,1933.0,,,
15172,Antonio Ruete,não cadastrado,,,,,,
15180,Farad José Tavares,não cadastrado,,,,,,
15181,Stella Bierrenbach,feminino,,,,,,
15215,Franklin Capistrano,não cadastrado,,,,,,
15216,Falves Silva,não cadastrado,,,,,,
15217,Ana Paula Oliveira,feminino,,,1969.0,,,
15236,Zaba Moreau,feminino,,,,,,
15266,Dominique Gallois,não cadastrado,,,,,,
15269,Murilo Santos,não cadastrado,,,,,,
15288,Oscar Cabral,não cadastrado,,,,,,
15291,André Penner,masculino,,,,,,
15292,Antônio Milena,masculino,5.0,8.0,1958.0,,,
15294,Nélio Rodrigues,não cadastrado,,,,,,
15295,João Luis Bulcão,masculino,,,1968.0,,,
15296,Américo Vermelho,masculino,,,1954.0,,,
15316,Pedro Mendes da Rocha,masculino,,,,,,
15333,Gianandrea Zelada,masculino,,,,,,
15337,Ariane Daniela Cole,não cadastrado,,,,,,
15349,Cassiano Ricardo,masculino,,,,,,
15355,Fernando Silveira,não cadastrado,,,,,,
15382,Valéria Medeiros,feminino,28.0,2.0,1967.0,,,
15412,César Charlone,não cadastrado,,,,,,
15416,Renato Tapajós,masculino,,,1943.0,,,
15441,Hermano Vianna,masculino,2.0,4.0,1960.0,,,
15468,Regina Jehá,feminino,,,,,,
15498,Luigi Mamprin,masculino,29.0,1.0,1921.0,,,1995.0
15529,Denise Mattar,feminino,,,,,,
15536,Jorge Tsuchimoto,masculino,14.0,3.0,1965.0,,,
15538,Assis Hoffmann,masculino,30.0,9.0,1941.0,3.0,2.0,2015.0
15540,Zeka Araújo,masculino,30.0,11.0,1946.0,,,
15542,Ricardo Chaves,masculino,21.0,7.0,1951.0,,,
15544,Bina Fonyat,masculino,25.0,1.0,1945.0,25.0,8.0,1985.0
15547,Rudá de Andrade,masculino,25.0,9.0,1930.0,27.0,1.0,2009.0
15559,Mabe Bethônico,feminino,4.0,1.0,1966.0,,,
15567,Cláudio Louzada,não cadastrado,,,,,,
15570,Marcia Braga,não cadastrado,,,,,,
15571,On Kawara,não cadastrado,,,,,,
15576,Piche Martirani,não cadastrado,,,,,,
15584,Hugo Carvana,masculino,4.0,6.0,1937.0,4.0,10.0,2014.0
15675,Sandra Kogut,feminino,,,1965.0,,,
15699,Beth Moysés,feminino,,,1960.0,,,
15701,Renata Basile,feminino,24.0,6.0,1962.0,,,
15706,Roberto Loeb,masculino,,,,,,
15713,Jorge Cerqueira,masculino,1.0,12.0,1949.0,,,
15714,Georges Racz,masculino,24.0,10.0,1937.0,,,
15715,Marco do Valle,masculino,,,1954.0,,,
15716,Luiz Renato Martins,masculino,,,,,,
15728,Luiz Carlos Barreto,masculino,,,1928.0,,,
15737,Adhemar Gonzaga,masculino,26.0,8.0,1901.0,29.0,1.0,1978.0
15764,Marcelo Reginatto,masculino,,,,,,
15783,Sergio Britto,masculino,29.0,6.0,1923.0,17.0,12.0,2011.0
15893,Carmem Santos,não cadastrado,,,,,,
15918,Daniela Thomas,feminino,,,1959.0,,,
15969,Alejandra Repetto Escardó,não cadastrado,,,,,,
15971,Salete Mulin,feminino,18.0,7.0,1954.0,,,
15980,Sérgio Pizoli,masculino,,,,,,
15983,Rogério Sganzerla,masculino,,,1946.0,9.0,1.0,2004.0
15987,Eliane Caffé,feminino,,,1961.0,,,
15995,Carlos Manga,masculino,6.0,1.0,1928.0,17.0,9.0,2015.0
16001,Bruno Vianna,masculino,8.0,12.0,1971.0,,,
16008,Helvécio Ratton,masculino,14.0,5.0,1949.0,,,
16012,Cristina Fonseca,não cadastrado,,,,,,
16014,Alê Abreu,não cadastrado,,,,,,
16018,Sonia Cruz,feminino,18.0,9.0,1960.0,,,
16019,Marcia Santos,não cadastrado,,,,,,
16024,Ana Carvalho,feminino,,,,,,
16026,Maria Cristina Vigiano,feminino,,,,,,
16033,Roberto Maia,não cadastrado,,,,,,
16093,Lucas Bambozzi,masculino,20.0,9.0,1965.0,,,
16095,Fabiano Gullane,não cadastrado,,,,,,
16104,Rogério Duarte,masculino,10.0,4.0,1939.0,13.0,4.0,2016.0
16123,Francisco Melo,masculino,,,,,,
16125,Roberto Miller,não cadastrado,,,,,,
16153,Miguel Aun,masculino,21.0,5.0,1945.0,,,
16207,Almir Almas,masculino,,,,,,
16214,Eduardo Filipe,não cadastrado,,,,,,
16218,Doug Aitken,masculino,,,1968.0,,,
16225,Denise Fraga,feminino,15.0,10.0,1964.0,,,
16255,Carlos Pontual,não cadastrado,,,,,,
16260,Bruno Garcia,masculino,,,,,,
16273,Antonio Carlos da Fontoura,masculino,20.0,11.0,1939.0,,,
16308,Claudino Nóbrega,masculino,,,,,,
16353,Daniel Medina,masculino,,,,,,
16379,Tereza de Arruda,feminino,,,,,,
16380,Roberto Coura,masculino,,,,,,
16383,Luciana Brito,feminino,,,,,,
16538,Christian Knepper,masculino,,,,,,
16541,Raquel Arnaud,feminino,5.0,7.0,1935.0,,,
16545,Ciccillo Matarazzo,masculino,20.0,2.0,1898.0,16.0,4.0,1977.0
16551,Maria Perez Sola,feminino,,,,,,
16575,Marinho Neto,masculino,,,1949.0,,,
16576,Tina Zappoli,feminino,,,,,,
16614,Margareth Aparecida Campos da Silva Pereira,feminino,,,,,,
16618,Romão Veriano da Silva Pereira,não cadastrado,,,,,,
16633,Alexandre Sardá,masculino,3.0,12.0,1952.0,,,
16638,César Duarte,masculino,,,,,,
16642,Heloísa de Queiroz Telles Arrobas Martins,feminino,2.0,2.0,1953.0,,,
16643,João Otávio Neves Filho,masculino,,,,,,
16645,Tamara Saré,feminino,,,,,,
16654,Avelino de Araújo,masculino,,,,,,
16657,J. Medeiros,masculino,,,1958.0,,,
16659,Vicente Vitoriano,não cadastrado,,,,,,
16675,Bubby Costa,masculino,,,,,,
16679,Dornelas,não cadastrado,,,,,,
16683,Tibério França,não cadastrado,,,,,,
16686,Beto Felicio,masculino,6.0,4.0,1952.0,,,
16687,Murillo Meirelles,masculino,,,,,,
16692,Daniel Mattar,não cadastrado,,,,,,
16699,Ecila Huste,não cadastrado,,,,,,
16705,Ennio Marques Ferreira,masculino,,,1926.0,,,
16707,Myriam Sbravati,feminino,,,,,,
16712,John Cage,não cadastrado,,,1912.0,,,1992.0
16715,Walter Sanches,não cadastrado,,,,,,
16722,Niki de Saint Phalle,feminino,,,1930.0,22.0,5.0,2002.0
16726,Tício Escobar,masculino,9.0,2.0,1947.0,,,
16727,Patricia Yamamoto,feminino,,,,,,
16730,Laura Buccellato,feminino,,,,,,
16733,Alícia Haber,feminino,,,,,,
16738,Luiz Braga,masculino,11.0,11.0,1956.0,,,
16747,Rick Cukierman,masculino,8.0,8.0,1965.0,,,
16757,José Luiz do Amaral,masculino,,,,,,
16773,Luiz Sérgio de Oliveira,masculino,5.0,10.0,1955.0,,,
16791,Carlos Gerbase,masculino,1.0,2.0,1959.0,,,
16802,Bernardo Carvalho,masculino,5.0,9.0,1960.0,,,
16811,Arlete Soares,não cadastrado,,,,,,
16818,Rogério Reis,masculino,7.0,4.0,1954.0,,,
16819,Alaor Filho,masculino,,,,,,
16830,Gina Dantas,feminino,,,,,,
16834,Paulo Casé,não cadastrado,,,,,,
16847,Paulo Fernandes,não cadastrado,,,,,,
16861,Marco Elizio de Paiva,não cadastrado,,,,,,
16862,Paulo Baptista,masculino,,,1958.0,,,
16879,Vilma Slomp,feminino,,,1952.0,,,
16888,Kazuo,masculino,,,20.0,,,
16896,Roberto Cecato,masculino,9.0,6.0,1953.0,,,
16903,Mario Grizoli,masculino,,,,,,
16905,Rafael Assef,masculino,30.0,4.0,1970.0,,,
16906,Felipe Chaimovich,masculino,,,,,,
16907,Elizabeth Nasser,não cadastrado,,,,,,
16916,Ailton Sampaio,masculino,,,,,,
16920,Del Pilar Sallum,feminino,,,1952.0,,,
16921,Iracema Salgado,feminino,,,,,,
16927,Sebastião Barbosa,masculino,,,1943.0,,,
16928,Luiz Camillo Osório,masculino,,,,,,
16931,José Carlos Burle,masculino,19.0,7.0,1907.0,23.0,10.0,1983.0
16932,Clóvis Vieira,não cadastrado,,,,,,
16941,Francisco Bettega Netto,não cadastrado,,,,,,
16948,Antonio do Nascimento,não cadastrado,,,,,,
16955,Katia Canton,feminino,,,1962.0,,,
16968,Alexandre da Cunha,masculino,,,1969.0,,,
16969,Catherine Kafiris,feminino,,,1945.0,,,
16971,Helga Miethke,feminino,,,,,,
16987,Genaro,masculino,10.0,11.0,1926.0,2.0,7.0,1971.0
16994,Juan Esteves,masculino,9.0,12.0,1957.0,,,
17004,Alexandre Campbell Penna,não cadastrado,,,,,,
17005,Pierre Santos,masculino,,,,,,
17009,Hugo Moss,masculino,,,,,,
17014,Renata Barros,feminino,6.0,1.0,1959.0,,,
17024,Adda Prieto,não cadastrado,,,,,,
17034,Saulo Marzochi,masculino,,,,,,
17052,Sandra Ramos,não cadastrado,,,,,,
17059,Marilene Burtet Pietá,feminino,,,1943.0,,,
17076,Miroslava Palavicini,feminino,,,,,,
17089,Luciano Oliveira,masculino,,,1960.0,,,
17097,João Pavese,masculino,,,1974.0,,,
17099,Cao Guimarães,masculino,9.0,1.0,1965.0,,,
17102,Adriana Moura,feminino,,,1966.0,,,
17103,João Bosco,masculino,,,1948.0,,,
17175,Maristella Tristão,feminino,3.0,10.0,1919.0,,,
17196,Marcílio Porto Gazzinelli,não cadastrado,,,1956.0,,,
17200,Marie-Odile Briot,feminino,,,1939.0,,,
17219,Mario Suarez,masculino,,,1962.0,,,
17220,Anna Göbel,não cadastrado,,,1966.0,,,
17234,Lilia Kawakami,feminino,29.0,9.0,1964.0,,,
17235,Ernesto Bonato,masculino,20.0,2.0,1968.0,,,
17249,Franco Terranova,masculino,,,1923.0,30.0,12.0,2013.0
17251,Gabriele Basílico,masculino,12.0,8.0,1944.0,,,
17260,Welison Calandria,não cadastrado,,,,,,
17301,Silvana Brunelli,feminino,30.0,9.0,1961.0,,,
17305,Rodrigo Ferreira Marques,não cadastrado,,,,,,
17307,Sandra Mara Fogagnoli,feminino,,,,,,
17309,Arthur Wischral,não cadastrado,,,,,,
17311,Martin Parr,masculino,23.0,5.0,1952.0,,,
17312,Nani Góis,não cadastrado,,,,,,
17313,Panta Astiazaran,não cadastrado,,,,,,
17314,Paul Nadar,não cadastrado,,,,,,
17315,Roberto Schmitt-Prym,masculino,,,1956.0,,,
17318,Isabel Carlos,não cadastrado,,,,,,
17330,Guy Brett,masculino,18.0,10.0,1942.0,,,
17339,Fernando Calhau,não cadastrado,,,,,,
17340,Eugênio Dittborn,masculino,,,1943.0,,,
17353,Ascânio MMM,masculino,,,1941.0,,,
17354,Jorge Emanuel,não cadastrado,,,,,,
17358,Ricardo Guimarães,masculino,,,,,,
17359,Ruben Breitman,masculino,,,1932.0,,,2001.0
17366,Carla Rosito,não cadastrado,,,,,,
17375,Paulo Máttar,masculino,,,,,,
17401,Arthur Lara,masculino,,,,,,
17407,Arcangelo Ianelli,masculino,18.0,7.0,1922.0,26.0,5.0,2009.0
17425,Günter Weimer,não cadastrado,,,1939.0,,,
17428,Hilton Silva,não cadastrado,,,,,,
17436,Luciano Ribeiro,não cadastrado,,,,,,
17437,Adriano Gomide,masculino,,,1963.0,,,
17440,Juninho Motta,masculino,,,1948.0,,,
17444,Pasqualino Magnavita,masculino,,,,,,
17472,Mario Ramiro,masculino,,,1957.0,,,
17473,Rafael França,masculino,9.0,8.0,1957.0,8.0,5.0,1991.0
17474,Renato Brancatelli,masculino,,,1956.0,,,
17482,Analu Prestes,feminino,9.0,8.0,1952.0,,,
17483,Bélgica Rodríguez,não cadastrado,,,,,,
17502,Ivens Fontoura,masculino,,,1940.0,,,
17507,Adriana Varejão,feminino,,11.0,1964.0,,,
17510,Cláudio Mubarac,masculino,27.0,9.0,1959.0,,,
17518,Januário Garcia,masculino,,,,,,
17525,Fernanda Sarmento,não cadastrado,,,,,,
17529,Luiz Eduardo Achutti,masculino,,,1959.0,,,
17546,Sérgio Pagano,masculino,,,,,,
17550,Angela Mascelani,não cadastrado,,,,,,
17555,Ruth Martins,feminino,,,,,,
17557,Brígida Baltar,feminino,,,1959.0,,,
17565,Ivan Cardoso,masculino,1.0,10.0,1952.0,,,
17568,Sérgio Sade,masculino,,,,,,
17571,Mimmo Jodice ,masculino,24.0,3.0,1934.0,,,
17583,Fernanda Meirelles,não cadastrado,,,,,,
17591,Suely Rolnik,feminino,,,,,,
17592,André Schiliró,masculino,,,,,,
17597,Carlos Miele,masculino,,,1964.0,,,
17616,Heitor Reis,não cadastrado,,,,,,
17618,João Penalva,não cadastrado,,,,,,
17619,Germano Celant,não cadastrado,,,,,,
17624,Delfim Sardo,não cadastrado,,,,,,
17635,Fabrício Fernandino,masculino,,,1956.0,,,
17637,Lucia Buccini,feminino,7.0,5.0,1944.0,,,
17643,Augusto Malta,masculino,14.0,4.0,1864.0,30.0,6.0,1957.0
17652,Claudia Leitão,feminino,24.0,5.0,1959.0,,,
17657,Nair Benedicto,feminino,5.0,1.0,1940.0,,,
17668,Rodrigo Henter,não cadastrado,,,,,,
17673,João Urban,masculino,21.0,4.0,1943.0,,,
17695,Karin Schneider,não cadastrado,,,,,,
17701,Rafael Vogt,masculino,5.0,10.0,1974.0,,,
17721,Yara Mattos,não cadastrado,,,,,,
17744,Marcos Luchesi,não cadastrado,,,,,,
17746,Lucila Wroblewski,feminino,15.0,1.0,1957.0,,,
17748,João Caldas,masculino,17.0,11.0,1957.0,,,
17749,Mário Fontes,masculino,,,,,,
17753,Renato dos Anjos,não cadastrado,,,,,,
17757,Nathalie Wang,não cadastrado,,,,,,
17758,James Durand,não cadastrado,,,,,,
17764,Lucia Mindlin Loeb,feminino,9.0,1.0,1973.0,,,
17766,Nelson Kon,masculino,,,,,,
17800,Vera Bernardes,não cadastrado,,,,,,
17813,Gal Oppido,masculino,14.0,3.0,1952.0,,,
17820,José Bechara,masculino,,,1957.0,,,
17839,Monteiro França,masculino,21.0,10.0,1876.0,24.0,3.0,1944.0
17843,Valdirlei Dias Nunes,masculino,,,1969.0,,,
17849,Dan Flavin,não cadastrado,,,,,,
17850,André Poli,masculino,,,1966.0,,,
17851,Denilson Rugsvann,masculino,19.0,5.0,1967.0,,,
17853,Vera Costa,feminino,1.0,11.0,1952.0,,,
17854,Vera Martins,feminino,,,1962.0,,,
17872,Hércules Barsotti,masculino,,,1914.0,22.0,12.0,2010.0
17888,Valério Trabanco,masculino,,,,,,
17890,Ronan Couto,masculino,7.0,8.0,1965.0,,,
17892,Tucha,masculino,7.0,3.0,1957.0,,,
17893,Claúdia Torres,não cadastrado,,,,,,
17894,Ricardo Van Steen,masculino,,,,,,
17896,Marcos Magaldi,masculino,3.0,6.0,1950.0,,,
17910,Mônica Filgueiras Almeida,feminino,23.0,5.0,1944.0,24.0,11.0,2011.0
17920,Giuseppe Baccaro,masculino,,,1930.0,14.0,8.0,2016.0
17934,Josué Ribeiro,masculino,,,,,,
17964,Eliane Duarte,feminino,,,1943.0,,,
17968,Ricardo Resende,masculino,24.0,2.0,1962.0,,,
17971,Du Ribeiro,masculino,,,,,,
17986,Kadu Niemeyer,masculino,,,,,,
18000,Sandra Rey,feminino,,,1953.0,,,
18002,Maria Amélia Bulhões,feminino,,,1949.0,,,
18026,Roberto Okinaka,masculino,,,,,,
18027,Josilane Slaviero,não cadastrado,,,,,,
18029,J. C. Serroni,masculino,,,1950.0,,,
18031,Flávio Colker,masculino,,,1956.0,,,
18047,Daniella Samad,feminino,23.0,12.0,1973.0,,,
18056,Pedro Lobo,masculino,13.0,4.0,1954.0,,,
18059,André Chassot,masculino,,,1970.0,,,
18064,Eliane Heeren,feminino,,,1955.0,,,
18073,Elisa Queiroz,feminino,30.0,9.0,1970.0,,,
18075,Marta Gamond,não cadastrado,,,,,,
18079,Píndaro Zerbinatti,masculino,7.0,9.0,1937.0,,,
18083,Henrique de Oliveira,não cadastrado,,,,,,
18094,Stephen Vitiello,não cadastrado,,,,,,
18098,Jurandir Muller,masculino,,,1960.0,,,
18117,Cícero de Rodrigues,masculino,,,,,,
18123,Rosa Oliveira,feminino,7.0,2.0,1956.0,,,
18131,Maria Eugenia Lima,não cadastrado,,,,,,
18145,Flávio Oliveira,masculino,,,,,,
18157,Cuia Guimarães,não cadastrado,,,,,,
18173,Marcos Benitez,masculino,,,1973.0,,,
18178,Helena Severo,feminino,,,,,,
18180,Marilú Trevisan,feminino,,,1938.0,,,
18181,Essio Pallone Filho,não cadastrado,,,,,,
18190,Nicolau El-Moor,não cadastrado,,,,,,
18191,Juan Pratiginestos,masculino,,,,,,
18195,Luiz Clementino,não cadastrado,,,,,,
18196,Orlando Brito,masculino,8.0,2.0,1950.0,,,
18200,João Filgueiras Lima,masculino,,,1932.0,21.0,5.0,2014.0
18207,Ana Cecília de Siqueira Nogueira,não cadastrado,,,,,,
18208,Monica Rugai Bastos,não cadastrado,,,,,,
18219,Christian Boltanski,masculino,,,1944.0,,,
18272,Cristina Loureiro,feminino,,,1957.0,,,
18283,Angela Leite,feminino,,,1950.0,,,
18286,Sérgio Burgi,masculino,,,1958.0,,,
18296,Marco Aurélio Olímpio,masculino,7.0,12.0,1962.0,,,
18314,Felix Bressan,masculino,28.0,7.0,1964.0,,,
18315,Clovis Dariano,masculino,,,1950.0,,,
18317,Tetê Catalão,masculino,,,,,,
18321,Cláudio Pereira,não cadastrado,,,,,,
18328,Jorge Molder,não cadastrado,,,,,,
18348,Antonio Augusto Fontes,masculino,11.0,4.0,1948.0,,,
18351,Lina Faria,feminino,,,1955.0,,,
18384,Miguel Paladino,masculino,,,,,,
18386,Beth Bento,não cadastrado,,,,,,
18389,Vera Albuquerque,feminino,,,,,,
18418,Takao Kusuno,masculino,,,1945.0,7.0,3.0,2001.0
18425,Eikoh Hosoe,não cadastrado,,,,,,
18448,Antônio Cícero,não cadastrado,,,1945.0,,,
18455,Ana Teixeira,feminino,31.0,3.0,1968.0,,,
18465,Gisel Carriconde,feminino,,,1960.0,,,
18470,Renato Andrade,não cadastrado,,,,,,
18478,Peter Greenaway,masculino,,,1942.0,,,
18484,Rômulo Cavalcante,masculino,,,,,,
18486,Vera Filinto,não cadastrado,,,,,,
18488,Solange Farkas,feminino,1.0,4.0,1955.0,,,
18498,Inês Cardoso,feminino,,,1964.0,,,
18538,Daniel Rosa,não cadastrado,,,,,,
18608,Paulo Laborne,masculino,,,,,,
18609,Gianfranco Cerri,masculino,,,,,,
18611,Nino Andrés,masculino,,,1968.0,,,
18613,André Burian,masculino,3.0,4.0,1966.0,,,
18615,Maria Amélia Palhares,não cadastrado,,,,,,
18633,Cristina Mira,feminino,,,,,,
18639,Roberto Athayde,masculino,25.0,11.0,1949.0,,,
18667,Nana Moraes,feminino,,,1963.0,,,
18674,Virgínia Cavendish,feminino,25.0,11.0,1970.0,,,
18698,Celina Almeida Neves,feminino,,,,,,
18700,George Gutlich,masculino,,,1968.0,,,
18736,Almeida Júnior,masculino,8.0,5.0,1850.0,13.0,11.0,1899.0
18749,Jean-Baptiste Debret,masculino,18.0,4.0,1768.0,11.0,6.0,1848.0
18751,Danilo Di Prete,masculino,17.0,6.0,1911.0,8.0,3.0,1985.0
18765,Fulvio Pennacchi,masculino,27.0,12.0,1905.0,5.0,10.0,1992.0
18773,Manuel de Araújo Porto-Alegre,masculino,29.0,11.0,1806.0,29.0,12.0,1879.0
18782,Zeferino da Costa,masculino,25.0,8.0,1840.0,24.0,8.0,1915.0
18783,Renata Har,feminino,,,,,,
18790,Nelson Urso,masculino,,,1964.0,,,
18812,Renata Castello Branco,feminino,4.0,7.0,1955.0,27.0,3.0,2015.0
18816,Paulo Branquinho,não cadastrado,,,,,,
18821,Cláudia Rezende,feminino,12.0,4.0,1968.0,,,
18825,Paulo Duque Estrada,não cadastrado,,,,,,
18838,Jeffrey Shaw,não cadastrado,,,,,,
18846,Camargo Guarnieri,masculino,1.0,2.0,1907.0,13.0,1.0,1993.0
18847,Claudia Andujar,feminino,12.0,6.0,1931.0,,,
18856,Rubens Matuck,masculino,17.0,1.0,1952.0,,,
18861,Peter Weibel,não cadastrado,,,,,,
18863,Paulo Darzé,não cadastrado,,,,,,
18879,Eduardo Tavares,masculino,,,1955.0,,,
18890,Aguinaldo Coelho,masculino,,,1955.0,,,
18924,Paulo Reis,masculino,29.0,6.0,1962.0,,,
18926,Paula Simas,feminino,,,1959.0,,,
18940,Lucy R. Lippard,não cadastrado,,,,,,
18958,Paul Schimmel,não cadastrado,,,,,,
18976,Lélio Landucci,não cadastrado,,,,,,
18982,Luiz Velho,masculino,,,,,,
18992,Paulo Veiga,masculino,6.0,11.0,1963.0,,,
18993,Lecy Beltran,feminino,,,,,,
19020,Baptistão,masculino,30.0,6.0,1966.0,,,
19025,Jacinta Gomes Barbosa,feminino,,,,,,
19026,Graça Ramos,feminino,,,1948.0,,,
19036,Dario Gabriel,não cadastrado,,,,,,
19087,João Roberto Ripper,masculino,6.0,5.0,1953.0,,,
19093,Roberto de La Rocque Soares,não cadastrado,,,,,,
19104,Marinaldo Santos,masculino,,,1961.0,,,
19110,Vanda Mangia Klabin,feminino,,,,,,
19115,Thomas Baccaro,masculino,5.0,10.0,1975.0,,,
19117,Paulo Chaves Fernandes,masculino,,,,,,
19119,Regina Yolanda,não cadastrado,,,,,,
19129,Lú Mendes,não cadastrado,,,,,,
19131,Lúcia Maria de Carvalho Mendes,não cadastrado,,,,,,
19134,Carlos Uchôa,masculino,24.0,12.0,1961.0,,,
19138,Flávio Damm,masculino,7.0,8.0,1928.0,19.0,8.0,2020.0
19155,Michiel Jansz van Miereveld,masculino,,,1567.0,,,1641.0
19213,Louise Neri,não cadastrado,,,,,,
19218,Salvador Dalí,masculino,,,1904.0,,,1989.0
19233,Odail Gomes Santos Júnior,não cadastrado,,,,,,
19246,Normando Martinez,masculino,,,1955.0,,9.0,2001.0
19247,Renato Ferrari,não cadastrado,,,,,,
19250,Vânia Vilela,feminino,,,1962.0,,,
