id,nome,nome.1,dia_nasc,mes_nasc,ano_nasc,dia_morte,mes_morte,ano_morte
9080,Jack Ronc,não cadastrado,,,,,,
9083,Jair Mendes,masculino,,,1938.0,,,
9084,Waldemar da Costa,masculino,11.0,6.0,1904.0,9.0,8.0,1982.0
9085,Jean Gillon,masculino,,,,,,
9089,Daniel Carranza,não cadastrado,,,,,,
9094,Dom João de Orleans e Bragança,masculino,,,1955.0,,,
9096,Nonato Oliveira,masculino,11.0,12.0,1949.0,,,
9097,João Suzuki,masculino,,,1935.0,6.0,10.0,2010.0
9099,Nonato,masculino,23.0,9.0,1963.0,,,
9100,Eschriqui,masculino,,,1938.0,,,
9101,Ester Grinspum,feminino,,,1955.0,,,
9102,Osmar Pinheiro,masculino,11.0,6.0,1950.0,20.0,8.0,2006.0
9103,José Altino,masculino,,,1946.0,,,
9104,José Barbosa,masculino,,,1948.0,,,
9107,José Marcondes,masculino,,,,,,
9108,José Maria de Almeida,masculino,4.0,10.0,1906.0,14.0,7.0,1995.0
9109,José de Moraes Rego,masculino,,,1926.0,,,
9112,Juarez Magno,masculino,,,1943.0,,,
9113,Gabriela Machado,feminino,3.0,8.0,1960.0,,,
9116,Marly Kahtalian,feminino,19.0,7.0,1944.0,,,
9117,Romolo Lombardi,masculino,24.0,5.0,1891.0,12.0,10.0,1957.0
9118,Karoly Pichler,feminino,,,1916.0,,,
9123,Kuno Schiefer,masculino,,,1948.0,,,1992.0
9126,Antoni Gaudi,não cadastrado,,,,,,
9129,Amelia Toledo,feminino,,,1926.0,7.0,11.0,2017.0
9131,Laura Altschul,feminino,,,1935.0,,,
9132,Lívio Abramo,masculino,26.0,6.0,1903.0,26.0,4.0,1992.0
9133,Antônio Costa Dias,masculino,,,,,,
9136,Stuart Brisley,não cadastrado,,,,,,
9137,Patrick Caulfield,masculino,29.0,1.0,1936.0,,,
9138,Paula Rego,feminino,,,1935.0,,,
9139,Cruvinel,masculino,,,1945.0,,,
9140,Laerpe Motta,masculino,9.0,5.0,1933.0,,,
9141,Antonio Peticov,masculino,2.0,7.0,1946.0,,,
9142,Edmilson Nunes,masculino,,,1964.0,,,
9145,Linda Kohen,feminino,,,1924.0,,,
9148,Lizar,masculino,6.0,8.0,1939.0,,,
9149,Lígia Vellasco,não cadastrado,,,,,,
9150,Lourdes Bonaldi,feminino,4.0,8.0,1954.0,,,
9151,Lúcia Porto,feminino,13.0,12.0,1947.0,,,
9152,Luciano Lo Re,masculino,,,1945.0,,,
9155,Luiz Costa,masculino,1.0,1.0,1955.0,,,
9156,Carla Amaral,feminino,,,1962.0,,,
9157,Luiz Gagliastri,masculino,,,,,,
9160,Walmir Teixeira,masculino,30.0,9.0,1943.0,,,
9162,Luiz Zerbini,masculino,28.0,4.0,1959.0,,,
9163,Paulo Gaiad,masculino,24.0,2.0,1953.0,14.0,10.0,2016.0
9165,Magui Novais,feminino,,,1955.0,,,
9168,Madeleine Colaço,feminino,22.0,5.0,1907.0,24.0,11.0,2001.0
9169,Manoel Fernandes,masculino,,,1944.0,,,
9172,Marcelo Lima,masculino,,,1952.0,,,
9175,Mabsa,feminino,1.0,7.0,1917.0,17.0,9.0,2011.0
9177,Maria Cecília C. Guarnieri,feminino,,,,,,
9178,Maria do Carmo,feminino,,,1945.0,,,
9179,Maria Guilhermina,feminino,,,1932.0,,,
9181,Leonor Décourt,feminino,,,1953.0,,,
9183,Maria Tomaselli,feminino,,,1941.0,,,
9185,Marília Rodrigues,feminino,26.0,1.0,1937.0,11.0,4.0,2009.0
9187,Marina Nazareth,feminino,24.0,3.0,1939.0,,,
9189,Mário Gravem Borges,masculino,,,1948.0,,,
9190,Mario de Oliveira,masculino,,,1927.0,,,
9191,Marysia Portinari,feminino,14.0,3.0,1937.0,,,
9193,Mbert,não cadastrado,,,,,,
9194,Megumi Yuasa,masculino,,,1938.0,,,
9196,Manoel Martins Menacho,masculino,15.0,11.0,1926.0,,,
9197,Chico Caruso,masculino,,,1949.0,,,
9201,Mario Agostinelli,masculino,18.0,9.0,1915.0,16.0,8.0,2000.0
9202,Renato Moriconi,masculino,30.0,8.0,1932.0,,,
9203,Vik Muniz,masculino,,,1961.0,,,
9204,Mara Alvares,feminino,,,1950.0,,,
9205,Antonio Bandeira,masculino,26.0,5.0,1922.0,6.0,10.0,1967.0
9207,Irineu Garcia,masculino,,,1946.0,,,
9209,Edineusa Bezerril,feminino,,,1950.0,,,
9211,Margarita Farré,feminino,,,1939.0,,,
9213,Márcia Hoehne Hundt,não cadastrado,,,,,,
9214,Hisao Ohara,masculino,,,1932.0,,,1989.0
9216,Regina Montenegro,feminino,,,1963.0,,,
9218,Nicolas Vlavianos,masculino,7.0,2.0,1929.0,,,
9219,Felícia Leirner,feminino,,,1904.0,,,1996.0
9220,Mario Fraga,não cadastrado,,,,,,
9221,Carlos Leão,masculino,,,1906.0,30.0,1.0,1983.0
9223,Dudu Santos,masculino,26.0,5.0,1943.0,,,
9225,Diva Grassmann,feminino,,,1928.0,,,
9226,Vera Pamplona,feminino,,,,,,
9227,Cenira,feminino,,,1937.0,,,
9228,Márcia Barroso do Amaral,feminino,,,1943.0,,,
9229,Tiago Amorim,masculino,8.0,1.0,1943.0,,,
9230,Vera Amaral,feminino,28.0,12.0,1916.0,19.0,3.0,2008.0
9231,Nelson Porto,masculino,21.0,6.0,1950.0,,,1987.0
9233,Nelson Godoy,masculino,,,1943.0,,,
9236,Flexor,masculino,9.0,9.0,1907.0,31.0,10.0,1971.0
9239,Mauro Boza,masculino,15.0,3.0,1955.0,,,1999.0
9240,Miguel dos Santos,masculino,3.0,11.0,1944.0,,,
9241,Heloísa Beldi,não cadastrado,,,,,,
9242,Teresinha Ehmke,masculino,9.0,9.0,1941.0,,,
9244,Moro,feminino,,,1950.0,,,
9245,Farnese de Andrade,masculino,26.0,1.0,1926.0,18.0,7.0,1996.0
9246,Paulo de Andrade,masculino,,,1935.0,,,
9249,Mário Palermo,não cadastrado,,,,,,
9250,Mitja ROJC,não cadastrado,,,,,,
9252,Moisés,não cadastrado,,,,,,
9253,Jorge Mori,masculino,20.0,10.0,1932.0,20.0,11.0,2018.0
9255,Naura Timm,feminino,,,1941.0,,,
9256,Neide Ono,não cadastrado,,,,,,
9258,Célia Euvaldo,feminino,,,1955.0,,,
9259,Paschoal Rodriguez,masculino,,,,,,
9260,Neuza Petti,feminino,5.0,2.0,1944.0,,,
9261,Newton Rezende,masculino,,,1912.0,8.0,6.0,1994.0
9263,Nilson Pimenta,masculino,25.0,6.0,1957.0,,,
9268,Dumas,masculino,,,1958.0,,,
9271,Odalva Guimarães,feminino,18.0,5.0,1938.0,,,
9273,Jorge Guinle,masculino,14.0,3.0,1947.0,18.0,5.0,1987.0
9278,Niobe Xandó,feminino,,,1915.0,19.0,2.0,2010.0
9281,Eliseu Visconti,masculino,30.0,7.0,1866.0,15.0,10.0,1944.0
9283,Berenice Gorini,feminino,,,1941.0,,,
9284,Mariza Carpes,feminino,,,1948.0,,,
9286,Getúlio Moreira,masculino,21.0,11.0,1954.0,,,
9288,Cláudio Maksoud,masculino,7.0,1.0,1956.0,,,
9289,Carlos Wladimirsky,masculino,,,1956.0,,,
9290,Sérgio Fingermann,masculino,,8.0,1953.0,,,
9291,Samuel Szpigel,masculino,,,1936.0,,,
9293,Ostronoff,masculino,25.0,5.0,1952.0,,,
9294,Osmar Dillon,masculino,,,1930.0,14.0,9.0,2013.0
9295,Pama Loiola,feminino,27.0,10.0,1953.0,,,
9300,Paulo Fogaça,masculino,,,1936.0,,,
9304,Patrício Solo,masculino,10.0,8.0,1936.0,,,
9312,Luiz Pizarro,masculino,,,1958.0,,,
9313,Raimundo Rodrigues,masculino,24.0,4.0,1963.0,,,
9317,Regina Ohlweiler,feminino,,,1954.0,,,
9318,Romildo Paiva,masculino,,,1938.0,,,
9323,Sami Mattar,masculino,18.0,2.0,1930.0,,,
9326,Sara Goldman Belz,feminino,24.0,2.0,1940.0,,,
9328,Adélio Sarro,masculino,7.0,9.0,1950.0,,,
9329,Yoshiya Takaoka,masculino,11.0,6.0,1909.0,11.0,9.0,1978.0
9330,Odair Magalhães,masculino,16.0,2.0,1949.0,25.0,2.0,1991.0
9331,Maurício Bentes,masculino,20.0,12.0,1958.0,24.0,12.0,2003.0
9332,Marcos Duprat,masculino,,,1944.0,,,
9334,Selma Daffré,feminino,6.0,7.0,1951.0,,,
9336,Sérgio Ferro,masculino,25.0,7.0,1938.0,,,
9338,Sigaud,masculino,2.0,7.0,1899.0,6.0,8.0,1979.0
9340,Sinval,masculino,15.0,6.0,1927.0,,,
9342,Ricardo Cristofaro,masculino,16.0,11.0,1964.0,,,
9343,Thomaz Perina,masculino,,,1920.0,,,
9344,Sun Chia Chin,não cadastrado,,,1930.0,,,
9347,Paulo Dias,masculino,4.0,7.0,1960.0,,,
9348,Tarcisio Silva,masculino,,,1960.0,,,
9349,Sophia Tassinari,feminino,,,1927.0,1.0,7.0,2005.0
9350,Julio Pacello,não cadastrado,,,,,,1977.0
9352,Orlando Teruz,masculino,18.0,8.0,1902.0,17.0,8.0,1984.0
9353,Tuneu,masculino,8.0,1.0,1948.0,,,
9354,Teiiti Suzuki,masculino,,,1911.0,,,1996.0
9356,Tilu Clemente,feminino,21.0,11.0,1963.0,,,
9358,Ubiraci Pinto,masculino,26.0,1.0,1945.0,25.0,3.0,2008.0
9359,Ubirajara Ribeiro,masculino,2.0,10.0,1930.0,9.0,11.0,2002.0
9360,Ulieno Cicci,masculino,,,1948.0,,,
9362,Vania Pereira,não cadastrado,,,,,,
9363,Vera Wildner,feminino,,,1936.0,,,
9365,Victor Reif,masculino,,,,,,
9366,Sávio Reale,masculino,3.0,3.0,1963.0,,,
9371,Marcal Athayde,não cadastrado,,,,,,
9374,Fernando Barata,masculino,29.0,10.0,1951.0,,,
9375,Lúcio Kume,masculino,,,1951.0,,,
9376,Miriam Tolpolar,feminino,,,1960.0,,,
9382,Georg Baselitz,masculino,,,1938.0,,,
9385,Guido Viaro,masculino,9.0,9.0,1897.0,4.0,11.0,1971.0
9388,Selma Parreira,feminino,24.0,4.0,1955.0,,,
9389,Herman Graeser,masculino,,,1898.0,,,1966.0
9392,Regina Pujol,feminino,,,,,,
9393,Nelson Augusto,masculino,19.0,9.0,1942.0,,,
9394,Luise Weiss,feminino,18.0,10.0,1953.0,,,
9396,Irmgard Longman,feminino,29.0,5.0,1919.0,,,
9397,Djanira,feminino,20.0,6.0,1914.0,31.0,5.0,1979.0
9399,Marlene Godoy,feminino,10.0,10.0,1934.0,,,
9401,Tiziana Bonazzola,feminino,,,1921.0,17.0,2.0,2011.0
9402,Cristina Canale,feminino,,,1961.0,,,
9406,Aluísio Carvão,masculino,24.0,1.0,1920.0,15.0,11.0,2001.0
9407,Jefferson Cesar,masculino,14.0,1.0,1932.0,24.0,2.0,1981.0
9408,Teresa Coelho Cesar,feminino,,,,,,
9410,Raul Córdula,masculino,,,1943.0,,,
9411,Amorelli,masculino,9.0,11.0,1948.0,,,
9414,Renato Arakaki,não cadastrado,,,,,,
9415,Ferracioli,masculino,,,1949.0,,,
9416,Reynaldo Fonseca,masculino,31.0,1.0,1925.0,,,
9417,Jesús Fuertes,masculino,14.0,4.0,1938.0,,,
9418,Danúbio Gonçalves,masculino,30.0,1.0,1925.0,,,
9419,Norma Grinberg,feminino,,,1951.0,,,
9420,Vera Chaves Barcellos,feminino,,,1938.0,,,
9421,Hans Grudzinski,masculino,,,1921.0,,,1986.0
9424,Feres Lourenço Khoury,masculino,28.0,5.0,1951.0,,,
9426,Domenico Lazzarini,masculino,6.0,4.0,1920.0,21.0,3.0,1987.0
9428,Giselda Leirner,feminino,,,1928.0,,,
9429,Nelson Leirner,masculino,16.0,1.0,1932.0,7.0,3.0,2020.0
9432,Manabu Mabe,masculino,14.0,9.0,1924.0,22.0,9.0,1997.0
9433,Macaparana,masculino,,,1952.0,,,
9434,Gastão de Magalhães,masculino,27.0,3.0,1953.0,,,
9435,Roberto Magalhães,masculino,29.0,3.0,1940.0,,,
9437,Adriano Mangiavacchi,masculino,,,1941.0,,,
9438,Manoel Martins,masculino,24.0,10.0,1911.0,,,1979.0
9439,Charles Mayer,masculino,20.0,1.0,1933.0,28.0,7.0,2013.0
9440,Fabio de Bittencourt,masculino,14.0,8.0,1964.0,,,
9441,Beatriz Milhazes,feminino,,,1960.0,,,
9444,Ermelindo Nardin,masculino,19.0,2.0,1943.0,,,
9446,Edgar Negret,não cadastrado,,,,,,
9447,Raimundo de Oliveira,masculino,24.0,4.0,1930.0,18.0,1.0,1966.0
9452,Cândido Costa Pinto,masculino,20.0,5.0,1911.0,28.0,3.0,1977.0
9453,Toledo Piza,masculino,18.0,2.0,1887.0,,,1945.0
9454,Barrão,masculino,28.0,8.0,1959.0,,,
9455,Maria Irene Ribeiro,feminino,1.0,5.0,1949.0,,,
9458,Angelo Simeone,masculino,18.0,11.0,1899.0,6.0,5.0,1974.0
9461,Haroldo Barroso,masculino,,,1935.0,,,1989.0
9462,Francisco Stockinger,masculino,7.0,8.0,1919.0,12.0,4.0,2009.0
9464,Pedro Lopes,masculino,29.0,6.0,1951.0,,,
9465,Miro Bampa,masculino,9.0,5.0,1956.0,,,
9466,Victor Vasarely,masculino,9.0,4.0,1906.0,15.0,3.0,1997.0
9469,Pinky Wainer,feminino,,,1954.0,,,
9470,Célia Regina Gandini,feminino,,,1960.0,,,
9471,Franz Weissmann,masculino,15.0,9.0,1911.0,18.0,7.0,2005.0
9472,Helena Wong,masculino,3.0,8.0,1938.0,21.0,4.0,1990.0
9473,Ivo Ito,não cadastrado,,,,,,
9474,Ricardo Zwecker,não cadastrado,,,,,,
9475,Washington Maguetas,masculino,5.0,7.0,1942.0,,,
9478,Jacqueline Belotti,feminino,25.0,12.0,1958.0,,,
9479,Bellonzi,não cadastrado,,,,,,
9480,Adrianne Gallinari,feminino,2.0,11.0,1965.0,,,
9483,Pedro Pinkalsky,masculino,,,1942.0,,,
9486,Becheroni,masculino,,,1934.0,26.0,2.0,2000.0
9488,Felipe Andery,masculino,,,1954.0,,,
9490,Adriano de Aquino,masculino,5.0,12.0,1946.0,,,
9492,Maria de Lourdes Bruxellas Beltrame,feminino,,,1939.0,,,
9494,Zoravia Bettiol,feminino,17.0,12.0,1935.0,,,
9497,Bonadei,masculino,17.0,6.0,1906.0,16.0,1.0,1974.0
9500,Paulo Campinho,masculino,,,1958.0,,,
9504,Costa Júnior,masculino,,5.0,1945.0,,,
9507,Marcia David,feminino,,,1958.0,,,
9508,Jacques Douchez,masculino,26.0,8.0,1921.0,31.0,7.0,2012.0
9510,Galileo Emendabili,masculino,8.0,5.0,1898.0,14.0,1.0,1974.0
9511,Carlos Fajardo,masculino,10.0,9.0,1941.0,,,
9512,Evany Fanzeres,masculino,,,1940.0,,,
9514,Lucy Citti Ferreira,feminino,6.0,5.0,1911.0,17.0,11.0,2008.0
9516,Jadir Freire,masculino,26.0,4.0,1957.0,,,1994.0
9517,Lorice Ganut,feminino,,,1932.0,,,
9518,Ronaldo Gifalli,masculino,3.0,6.0,1959.0,,,
9519,Angelo Taccari,masculino,16.0,1.0,1924.0,,,
9520,Albano Vizotto,masculino,30.0,3.0,1928.0,,,
9522,Luiz Beltrame,masculino,,,,,,
9523,Mestre Vitalino,masculino,10.0,7.0,1909.0,20.0,1.0,1963.0
9524,Luiz Hermano,masculino,7.0,8.0,1954.0,,,
9526,Milan Horvat,não cadastrado,,,,,,
9528,Clarice Jaeger,feminino,,,1945.0,,,
9530,Klaus Karall,não cadastrado,,,1944.0,,3.0,1995.0
9531,Antenor Lago,masculino,17.0,11.0,1950.0,,,
9534,Carlos Vergara,masculino,29.0,11.0,1941.0,,,
9535,Santos Lopes,não cadastrado,,,1948.0,,,
9536,Rubem Ludolf,masculino,,,1932.0,26.0,7.0,2010.0
9538,Yugo,masculino,1.0,5.0,1955.0,,,
9539,Anna Maria Maiolino,feminino,20.0,5.0,1942.0,,,
9540,Airton Marinho,masculino,,,,,,
9541,Carlos Martins,masculino,28.0,1.0,1946.0,,,
9544,Lúcio de Miranda,masculino,,,1964.0,,,
9545,Paulo Miranda,masculino,10.0,7.0,1964.0,,,
9546,Angelo Guido,masculino,10.0,10.0,1893.0,9.0,12.0,1969.0
9547,Emmanuel Nassar,masculino,3.0,1.0,1949.0,,,
9548,José Alberto Nemer,masculino,,,1945.0,,,
9551,Benozzati,masculino,17.0,8.0,1951.0,,,
9552,Solange Oliveira,feminino,,,1943.0,,,
9553,Pegoraro,masculino,1.0,4.0,1929.0,,,
9554,Péricles,masculino,14.0,8.0,1924.0,31.0,12.0,1961.0
9558,Wilma Ramos,feminino,,,1943.0,,,
9561,Flávia Ribeiro,feminino,,,1954.0,,,
9562,Sérgio Vidal,masculino,,,1945.0,,,
9564,Vera Motlis Roitman,feminino,,,1942.0,,,
9565,Ione Saldanha,feminino,5.0,7.0,1919.0,25.0,1.0,2001.0
9566,Evandro Salles,masculino,,,1955.0,,,
9567,Domingos Seno,masculino,,,1957.0,,,
9569,Vivian Silva,não cadastrado,,,,,,
9570,Walter Smetak,masculino,12.0,2.0,1913.0,30.0,5.0,1984.0
9571,José Spaniol,masculino,,,1960.0,,,
9572,Shoko Suzuki,feminino,,,1929.0,,,
9573,Yukio Suzuki,masculino,,,1926.0,,,2004.0
9574,Mara D. Toledo,não cadastrado,,,,,,
9575,Dante Velloni,masculino,,,1954.0,,,
9577,José Mauricio Villaça,não cadastrado,,,,,,
9578,Hélio Vinci,masculino,17.0,4.0,1952.0,,,
9582,Charles Watson,masculino,,,1951.0,,,
9584,Weimar,feminino,,,1945.0,,,
9585,Wellington Virgolino,masculino,19.0,9.0,1929.0,23.0,9.0,1988.0
9588,Hilda Campofiorito,feminino,3.0,8.0,1901.0,16.0,1.0,1997.0
9589,Zimmermann,masculino,12.0,3.0,1952.0,,,
9592,Ionaldo,masculino,,,1933.0,6.0,5.0,2002.0
9595,Gilmar Bartolo,masculino,20.0,11.0,1956.0,,,
9596,Loio-Pérsio,masculino,,,1927.0,8.0,1.0,2004.0
9597,Fernando Magalhães Velloso,masculino,18.0,5.0,1951.0,,,
9598,Eduardo Eloy,masculino,21.0,9.0,1955.0,,,
9599,Elder Rocha Filho,masculino,,,1961.0,,,
9600,Suzana Queiroga,feminino,,,1961.0,,,
9601,Bárbara Schubert Spanoudis,feminino,,,1927.0,,,
9603,Gervane de Paula,masculino,,,1962.0,,,
9605,Zica Bérgami,feminino,10.0,8.0,1913.0,16.0,4.0,2011.0
9606,Dircéa Binder,feminino,10.0,5.0,1934.0,,,
9611,Joaquim Masjuan Bracons,masculino,,,1918.0,,,
9614,Eliane Prolik,feminino,,,1960.0,,,
9616,Alex Gama,masculino,,,,,,
9617,Piza,masculino,13.0,1.0,1928.0,26.0,5.0,2017.0
9619,Alberto Lefèvre,masculino,3.0,7.0,1958.0,,,
9620,Zivé Giudice,masculino,14.0,4.0,1952.0,,,
9624,Rescála,masculino,8.0,1.0,1910.0,7.0,7.0,1986.0
9625,Curia,masculino,,,1938.0,,,
9626,Heloisa Pessôa,feminino,13.0,8.0,1941.0,,,
9627,Agnaldo,masculino,,12.0,1926.0,26.0,4.0,1962.0
9628,Angelo Marzano,masculino,11.0,5.0,1955.0,,,
9629,Ramiro Bernabo,masculino,6.0,5.0,1947.0,,,
9631,Fernando Bento,masculino,,,1954.0,,,
9633,Carlos Jacchieri,não cadastrado,,,,,,
9634,Fred Schaeppi,masculino,3.0,8.0,1950.0,,,
9635,Celuque,masculino,,,1954.0,,,
9636,Maso,masculino,14.0,8.0,1951.0,,,
9638,Maria Adair,feminino,,,1938.0,,,
9640,Justino Marinho,masculino,,,1949.0,,,
9641,Bob Wolfenson,masculino,8.0,9.0,1954.0,,,
9644,Leonor Botteri,feminino,9.0,6.0,1916.0,20.0,11.0,1998.0
9645,Isis Braga,feminino,,,1938.0,,,
9646,Dimas Garcia,masculino,4.0,3.0,1938.0,,,
9648,Sônia Rezze,não cadastrado,,,,,,
9651,Sergio Cardoso,masculino,10.0,3.0,1954.0,,,
9652,Reinaldo Cotia Braga,masculino,20.0,12.0,1947.0,,,
9653,Júlio Pereira,masculino,,,1957.0,,,
9655,Márcio Pannunzio,masculino,13.0,11.0,1958.0,,,
9656,Ivson Miranda,masculino,16.0,4.0,1956.0,,,
9657,Lica COX,não cadastrado,,,,,,
9658,Glaura Pereira,feminino,,,,,,
9659,Gregory Fink,masculino,,,1953.0,,,
9660,Ivanilde Brunow,feminino,,,1945.0,,,
9663,Jeannette Priolli,feminino,23.0,1.0,1948.0,,,
9665,Ana André,feminino,24.0,6.0,1959.0,,,
9667,Henrique Leo Fuhro,masculino,14.0,10.0,1938.0,12.0,6.0,2006.0
9668,Umberto França,masculino,19.0,1.0,1950.0,,,
9669,Antonio Massola,masculino,,,,,,
9670,Ruy Merheb,masculino,,,1934.0,,,
9671,Paulo Houayek,masculino,,,1947.0,7.0,1.0,2001.0
9676,José Paulo,masculino,13.0,6.0,1922.0,4.0,12.0,2004.0
9677,Neide Margonari,não cadastrado,,,,,,
9678,Giuseppi Perissinoto,masculino,17.0,4.0,1881.0,,,1965.0
9679,Luiz Alphonsus,masculino,9.0,3.0,1948.0,,,
9680,Angelo de Aquino,masculino,2.0,8.0,1945.0,20.0,6.0,2007.0
9682,Vagner Aniceto,não cadastrado,,,,,,
9683,Ana Miguel,feminino,,,1962.0,,,
9684,Cristina Barroso,feminino,,,1958.0,,,
9687,Torquato Bassi,masculino,28.0,2.0,1880.0,7.0,7.0,1967.0
9689,Angelo Cannone,masculino,30.0,12.0,1899.0,30.0,9.0,1992.0
9691,Raymundo Colares,masculino,25.0,4.0,1944.0,28.0,3.0,1986.0
9693,Hélio Coelho,masculino,,,,,,
9694,Attílio Colnago,masculino,17.0,7.0,1955.0,,,
9695,Domenico Calabrone,masculino,7.0,3.0,1928.0,5.0,4.0,2000.0
9696,Wanderley Ciuffi,masculino,31.0,1.0,1942.0,,,
9699,Caru Duprat,feminino,,,1957.0,,,
9701,João Paulo Farkas,masculino,27.0,6.0,1955.0,,,
9702,Giodana Holanda,feminino,,,1951.0,,,
9703,João Carlos Goldberg,masculino,,,1947.0,,,
9704,Luiz Gonzaga,masculino,,,1940.0,,,
9705,Kleber Galvêas,masculino,,,,,,
9707,Lando,masculino,3.0,8.0,1957.0,,,
9708,Hannah Brandt,feminino,,,1923.0,,,
9710,Valdeir Maciel,masculino,,,1937.0,,,
9711,Solange Magalhães,feminino,,,1939.0,,,
9712,Wilma Martins,feminino,2.0,2.0,1934.0,,,
9714,Sara Müller,não cadastrado,,,,,,
9715,Tadao,não cadastrado,,,1947.0,,,
9718,Antonio Poteiro,masculino,10.0,10.0,1925.0,8.0,6.0,2010.0
9720,Liah,masculino,20.0,4.0,1960.0,,,
9722,Lygia Reinach,feminino,,,1933.0,,,
9723,Laetitia Renault,feminino,,,1930.0,,,
9724,Juan Antonio Roda,não cadastrado,,,,,,
9725,Heloisa Schneiders,feminino,,,1955.0,,,
9726,Wilson de Andrade e Silva,masculino,22.0,12.0,1925.0,27.0,2.0,2001.0
9727,Hélio Siqueira,masculino,,,1950.0,,,
9728,Pierre Soulages,masculino,24.0,12.0,1919.0,,,
9730,Luiz Ernesto,masculino,16.0,6.0,1955.0,,,
9731,Alberto Teixeira,masculino,,,1925.0,18.0,5.0,2011.0
9733,Britto Velho,masculino,,,1946.0,,,
9734,Jamison,masculino,,,1938.0,,,
9737,Monica Mansur,feminino,,,1956.0,,,
9740,Antonio Moya,masculino,21.0,5.0,1891.0,19.0,5.0,1949.0
9741,Paiva Brasil,masculino,8.0,8.0,1930.0,,,
9743,Josely Carvalho,masculino,21.0,9.0,1942.0,,,
9744,Rogério Cavalcanti,masculino,,,,,,
9745,André Carneiro,masculino,9.0,5.0,1922.0,4.0,11.0,2014.0
9746,Evandro Carneiro,masculino,22.0,3.0,1946.0,,,
9747,Arriet Chahin,masculino,28.0,11.0,1942.0,,,
9748,Michael Chapman,masculino,,,1948.0,,,
9751,João Luiz Musa,masculino,24.0,9.0,1951.0,,,
9754,Iza Costa,feminino,,,1942.0,,,
9757,Arlindo Daibert,masculino,12.0,8.0,1952.0,28.0,8.0,1993.0
9758,Chico Dantas,masculino,10.0,7.0,1950.0,,,
9759,Rosi Maria Winkler Darius,feminino,28.0,5.0,1942.0,,,
9760,Arnaldo Pedroso D'Horta,masculino,5.0,12.0,1914.0,29.0,12.0,1973.0
9761,Geraldo Souza Dias,masculino,,,1954.0,,,
9762,Solange Escosteguy,feminino,4.0,12.0,1945.0,,,
9763,Letícia Faria,feminino,,,1953.0,,,
9765,Adelia Fingermann,feminino,,,1921.0,,,
9766,Regina Chulam,feminino,,,,,,
9769,Dirce Coelho,não cadastrado,,,,,,
9772,Climério,masculino,,,1956.0,,,
9773,Inah D'Avila Costa,feminino,13.0,12.0,1918.0,,,
9775,Josellia Costandrade,feminino,,,,,,
9777,Heloisa Crocco,não cadastrado,,,,,,
9779,Luiz Cruz,masculino,,,1959.0,,,
9780,Flávio Gadêlha,masculino,26.0,2.0,1957.0,,,
9782,José Wagner Garcia,masculino,,,1956.0,,,
9783,Ralph Gehre,masculino,,,1952.0,,,
9785,Manuela D´Aiuto,feminino,,,,,,
9786,Gretta,feminino,16.0,8.0,1947.0,,,
9788,Francisco Biojone,masculino,28.0,12.0,1934.0,,,
9789,Aldo Cardarelli,masculino,2.0,2.0,1915.0,15.0,8.0,1986.0
9791,Chanina,masculino,16.0,10.0,1927.0,26.0,11.0,2012.0
9792,Domingos Chirinéa,masculino,,,,,,
9793,Zé Cordeiro,masculino,22.0,11.0,1942.0,,,
9795,Marcelo Solá,masculino,12.0,4.0,1971.0,,,
9797,Marina Herz,feminino,,,1950.0,,,
9800,Marília Kranz,feminino,6.0,5.0,1937.0,20.0,12.0,2017.0
9801,W. F. Lara,masculino,4.0,2.0,1954.0,,,
9806,Mary Carmen Bosque,feminino,5.0,7.0,1957.0,,,
9807,Ernesto De Fiori,masculino,12.0,12.0,1884.0,24.0,4.0,1945.0
9808,Nina Rosa,feminino,27.0,4.0,1946.0,,,
9809,Paulo Pasta,masculino,,,1959.0,,,
9810,Osvaldo Pires,masculino,10.0,1.0,1954.0,,,
9811,Isa Pini,feminino,,,1960.0,,,
9812,Martins de Porangaba,masculino,20.0,4.0,1944.0,,,
9814,Alejandro Puente,não cadastrado,,,,,,
9817,Antonio Camargo da Silva,não cadastrado,,,,,,
9819,Vieira da Silva,feminino,13.0,6.0,1908.0,6.0,3.0,1992.0
9820,Genilson Soares,masculino,,,1940.0,,,
9821,Camilo Thomé,masculino,12.0,8.0,1941.0,,,
9823,Luiz Ventura,masculino,,,1930.0,,,
9824,Denise Weller,feminino,,,1952.0,,,
9825,Nelson Maravalhas Jr.,masculino,,,1956.0,,,
9826,Kaplan,masculino,25.0,4.0,1957.0,,,
9829,Waldo Bravo,masculino,16.0,5.0,1960.0,,,
9831,Alex Vallauri,masculino,,,1949.0,27.0,3.0,1987.0
9832,Antonio Pedro,masculino,,,1946.0,,,
9833,Oscar Araripe,masculino,,7.0,1941.0,,,
9834,Eduardo Araújo,masculino,,,1947.0,,,
9835,Manezinho Araújo,masculino,27.0,9.0,1910.0,24.0,5.0,1993.0
9836,Egas Francisco,masculino,,,1939.0,,,
9838,Menna Barreto,feminino,5.0,11.0,1953.0,,,
9839,Dilmer Bettiol,feminino,12.0,10.0,1933.0,,,
9840,Carlos Breseghello,masculino,,,1958.0,,,
9842,Eduardo Cabral,masculino,,,1955.0,,,
9843,Ramón Cáceres,masculino,31.0,8.0,1944.0,,,
9844,Judith Miller,feminino,2.0,9.0,1946.0,,,
9845,Suzi Coralli,feminino,22.0,11.0,1963.0,,,
